"database","sumFormula","adduct","ion","mz","msmScore","rhoSpatial","rhoSpectral","rhoChaos","fdrLevel","off_sample_label","off_sample_prob"
"CoreMetabolome","C15H24O","-H","C15H24O-H-",219.175438953,0.8997699,0.903777772720855,0.995842881435133,0.999721378136829,0.05,"off",0.999795615673065
"CoreMetabolome","C9H18O2","-H","C9H18O2-H-",157.123403381,0.87911105,0.882077532435012,0.996966515347923,0.999669406710307,0.05,"off",0.99895715713501
"CoreMetabolome","C3H6O3","+Cl","C3H6O3+Cl-",125.001095349,0.86763275,0.888971975950778,0.976922810145967,0.999050904555982,0.05,"off",0.999305129051208
"CoreMetabolome","C10H20O2","-H","C10H20O2-H-",171.139053445,0.86176085,0.864911519275888,0.996699701630536,0.999656438414842,0.05,"off",0.999360144138336
"CoreMetabolome","H3O4P","+Cl","H3O4P+Cl-",132.946296873,0.86032015,0.864765393707047,0.995107705235294,0.999750696082481,0.05,"on",0.104039296507835
"CoreMetabolome","C8H16O2","-H","C8H16O2-H-",143.107753317,0.85773826,0.860664924145202,0.996929110476422,0.999669406710307,0.05,"off",0.999491572380066
"CoreMetabolome","C6H12O2","-H","C6H12O2-H-",115.076453189,0.8456889,0.848130593200518,0.997440249484856,0.999680017133869,0.05,"off",0.999306917190552
"CoreMetabolome","C5H8O3","-H","C5H8O3-H-",115.040067681,0.8070949,0.809551736350903,0.997308802679152,0.999655454952725,0.05,"off",0.999235510826111
"CoreMetabolome","C10H7NO2","-H","C10H7NO2-H-",172.040402029,0.7718117,0.781960625990998,0.987448500273633,0.999567314398863,0.05,"off",0.999997496604919
"CoreMetabolome","C10H18O5","+Cl","C10H18O5+Cl-",253.084824973,0.7676032,0.78842367705095,0.974815444566254,0.99874528575573,0.05,"off",0.998956203460693
"CoreMetabolome","C5H10O2","-H","C5H10O2-H-",101.060803125,0.76237106,0.763632805648595,0.998672869783657,0.9996744171881,0.05,"off",0.999275624752045
"CoreMetabolome","C7H14O2","-H","C7H14O2-H-",129.092103253,0.7550294,0.758235536233901,0.996155704253095,0.999614389699244,0.05,"off",0.999620079994202
"CoreMetabolome","C6H9NO5","-H","C6H9NO5-H-",174.040795953,0.7247512,0.729615355551807,0.993866175544258,0.999463730405534,0.05,"on",0.000886350695509464
"CoreMetabolome","C6H10O3","-H","C6H10O3-H-",129.055717745,0.7001883,0.703664264043816,0.995426385637864,0.999632073738514,0.05,"off",0.999706447124481
"CoreMetabolome","C6H12O6","+Cl","C6H12O6+Cl-",215.032789401,0.6986517,0.718960319159258,0.971993205703949,0.999752618405385,0.05,"on",0.00159401388373226
"CoreMetabolome","C12H24O2","-H","C12H24O2-H-",199.170353573,0.69646776,0.701654769740364,0.993127082219719,0.999476748926923,0.05,"off",0.999497294425964
"CoreMetabolome","C12H22O5","+Cl","C12H22O5+Cl-",281.116125101,0.67013973,0.699537437502346,0.959306994414891,0.9986120388926,0.05,"off",0.998471796512604
"CoreMetabolome","C2H7NO3S","-H","C2H7NO3S-H-",124.007387819,0.64502424,0.650790719494841,0.991544025579326,0.999591757790104,0.05,"on",0.0858937874436378
"CoreMetabolome","C12H22O11","+Cl","C12H22O11+Cl-",377.085612821,0.64057976,0.694870322308435,0.922992299687488,0.99878355704698,0.05,"on",0.129005461931229
"CoreMetabolome","C16H32O2","-H","C16H32O2-H-",255.232953829,0.6296544,0.638182209749593,0.98704170401366,0.999590315144467,0.05,"off",0.999937653541565
"CoreMetabolome","C14H28O2","-H","C14H28O2-H-",227.201653701,0.62819177,0.635599226785796,0.988924593076418,0.999414602987421,0.05,"off",0.999903917312622
"CoreMetabolome","C5H9NO4","-H","C5H9NO4-H-",146.045881333,0.5841167,0.58866841317477,0.992927256752077,0.999335804094404,0.05,"on",0.000565558089874685
"CoreMetabolome","C11H22O2","-H","C11H22O2-H-",185.154703509,0.56989855,0.579006252956352,0.984842520065628,0.999418774297563,0.05,"off",0.999922275543213
"CoreMetabolome","C12H14N2O2","+Cl","C12H14N2O2+Cl-",253.074928985,0.55850685,0.587592464966249,0.952157378460124,0.998259680623275,0.05,"off",0.999998569488525
"CoreMetabolome","C10H18O4","+Cl","C10H18O4+Cl-",237.089910353,0.5449676,0.567821249275202,0.961409272933409,0.998276234304869,0.05,"off",0.999774158000946
"CoreMetabolome","C8H14O3","-H","C8H14O3-H-",157.087017873,0.539914,0.547335976348795,0.987012911088347,0.999419374043957,0.05,"off",0.999915838241577
"CoreMetabolome","C8H14O4","+Cl","C8H14O4+Cl-",209.058610225,0.49851325,0.528532592063703,0.944854193694457,0.998251866345224,0.05,"off",0.999943852424622
"CoreMetabolome","C15H30O2","-H","C15H30O2-H-",241.217303765,0.48349553,0.49616164223475,0.975181764378391,0.999271969188925,0.05,"off",0.999964118003845
"CoreMetabolome","C3H8O3","+Cl","C3H8O3+Cl-",127.016745413,0.4797871,0.5139779490665,0.935631289831131,0.997698568881251,0.05,"off",0.999998092651367
"CoreMetabolome","C7H12O4","+Cl","C7H12O4+Cl-",195.042960161,0.46307975,0.490852960874431,0.945018950071939,0.998306392189371,0.05,"off",0.999910116195679
"CoreMetabolome","C7H12O3","-H","C7H12O3-H-",143.071367809,0.45178995,0.458810427714996,0.985247666833634,0.999442636673387,0.05,"off",0.999936699867249
"CoreMetabolome","C9H16O3","-H","C9H16O3-H-",171.102667937,0.43950853,0.44794144461608,0.981882054897138,0.999278919627597,0.05,"off",0.999961853027344
"CoreMetabolome","C6H10O6","+Cl","C6H10O6+Cl-",213.017139337,0.3896529,0.417736487267269,0.933031682429417,0.999721668910587,0.05,"on",6.69303190079518e-05
"CoreMetabolome","C2H7O4P","-H","C2H7O4P-H-",125.000919269,0.379871,0.382443259632969,0.994237062747145,0.999031556485699,0.05,"off",0.999419093132019
"CoreMetabolome","C13H26O2","-H","C13H26O2-H-",213.186003637,0.36699405,0.378095770814463,0.971430702434185,0.999183806044424,0.05,"off",0.999984860420227
"CoreMetabolome","C16H34O9","+Cl","C16H34O9+Cl-",405.189683965,0.3504943,0.389876793682861,0.900956123316606,0.997814791612927,0.05,"off",0.999825775623322
"CoreMetabolome","C5H5N5","+Cl","C5H5N5+Cl-",170.023896457,0.3249033,0.353189091705915,0.924292696650597,0.995261753043371,0.05,"on",0.000151640531839803
"CoreMetabolome","C6H8O7","+Cl","C6H8O7+Cl-",226.996403893,0.3154741,0.343023692260728,0.920541902067215,0.999070263320869,0.05,"on",2.17727847484639e-05
"CoreMetabolome","C10H7NO3","-H","C10H7NO3-H-",188.035316649,0.3147245,0.32322499130008,0.975070617568342,0.998595369075994,0.05,"off",0.999985933303833
"CoreMetabolome","C18H36O2","+Cl","C18H36O2+Cl-",319.240931689,0.31471092,0.364736836017046,0.864362182005419,0.998243365142667,0.05,"off",0.82671582698822
"CoreMetabolome","C5H10N2O3","-H","C5H10N2O3-H-",145.061865745,0.30868888,0.312651043043041,0.987931827529743,0.999387960437181,0.05,"on",0.000978210242465138
"CoreMetabolome","C10H12O2","-H","C10H12O2-H-",163.076453189,0.29449728,0.323389637653709,0.911495139741501,0.999081326050555,0.05,"off",0.999993801116943
"CoreMetabolome","C11H14N4O5","+Cl","C11H14N4O5+Cl-",317.065820845,0.264541,0.295647142322094,0.895729721214465,0.998946716232962,0.1,"off",0.91312438249588
"CoreMetabolome","C18H22O5S","+Cl","C18H22O5S+Cl-",385.088196271,0.260149,0.295662717712233,0.88665421272628,0.992364723467863,0.1,"off",0.999927759170532
"CoreMetabolome","C12H16N2O4","-H","C12H16N2O4-H-",251.103730557,0.25844648,0.267765115507426,0.967198288319195,0.997932396329423,0.05,"off",0.999983906745911
"CoreMetabolome","C23H46NO7P","-H","C23H46NO7P-H-",478.293913377,0.2575649,0.277002524241331,0.933355554078089,0.996221366946618,0.05,"on",2.55186714639422e-05
"CoreMetabolome","C4H6O3","-H","C4H6O3-H-",101.024417617,0.2544408,0.257303976373183,0.989527246306208,0.999338255384476,0.05,"off",0.999951958656311
"CoreMetabolome","C6H5NO3","-H","C6H5NO3-H-",138.019666585,0.24974471,0.254057556107297,0.983576664344744,0.999438263638055,0.05,"off",0.999926328659058
"CoreMetabolome","C11H9NO2","-H","C11H9NO2-H-",186.056052093,0.24000992,0.247458660661227,0.971019168356777,0.99884645718624,0.05,"off",0.999994874000549
"CoreMetabolome","C10H9NO3","-H","C10H9NO3-H-",190.050966713,0.23890814,0.245841810113504,0.973226770009186,0.998530118255728,0.05,"off",0.99999475479126
"CoreMetabolome","C6H6N2O2","-H","C6H6N2O2-H-",137.035650997,0.23588803,0.243778998839243,0.968394357003482,0.999211385375954,0.05,"off",0.999985098838806
"CoreMetabolome","C10H17NO5","+Cl","C10H17NO5+Cl-",266.080073941,0.2340403,0.299409989081211,0.788663085317849,0.991135108164938,0.1,"off",0.99999725818634
"CoreMetabolome","C4H7NO4","-H","C4H7NO4-H-",132.030231269,0.22534132,0.228225970388193,0.987829526290391,0.999525221584167,0.05,"on",0.000184052012627944
"CoreMetabolome","C12H16N2O3","+Cl","C12H16N2O3+Cl-",271.085493669,0.2219231,0.247141817002185,0.901256664935065,0.996340461565683,0.1,"off",0.999999761581421
"CoreMetabolome","C13H10N2","-H","C13H10N2-H-",193.077121885,0.21750125,0.227174912696871,0.95947836280005,0.997852177279537,0.05,"off",0.998639523983002
"CoreMetabolome","C11H20O4","+Cl","C11H20O4+Cl-",251.105560417,0.20019813,0.222021001366148,0.906996492358439,0.994169325675388,0.1,"off",0.999915480613708
"CoreMetabolome","C5H13O14P3","+Cl","C5H13O14P3+Cl-",424.921217393,0.19479536,0.2016547022611,0.97738559259159,0.988335328146818,0.1,"off",0.999999642372131
"CoreMetabolome","C18H36O2","-H","C18H36O2-H-",283.264253957,0.18771714,0.197565635210557,0.950689690057051,0.999433147127327,0.05,"off",0.999730408191681
"CoreMetabolome","C12H16N2O4","+Cl","C12H16N2O4+Cl-",287.080408289,0.18656714,0.327121917515115,0.573315482046272,0.99479101554361,0.1,"off",0.999999642372131
"CoreMetabolome","C5H5N5O","+Cl","C5H5N5O+Cl-",186.018811077,0.18302353,0.202996365446606,0.907773148471498,0.993210595389933,0.1,"on",0.00017075143114198
"CoreMetabolome","C10H12N2O3","-H","C10H12N2O3-H-",207.077515809,0.17981139,0.185563639189969,0.970670737153506,0.998280030949771,0.05,"off",0.999983429908752
"CoreMetabolome","C5H10O3","-H","C5H10O3-H-",117.055717745,0.17979114,0.182488398106978,0.985907439949806,0.999302268908641,0.05,"off",0.999995231628418
"CoreMetabolome","C6H10O4","-H","C6H10O4-H-",145.050632365,0.17824344,0.181524294162586,0.982708080932636,0.999204271296936,0.05,"off",0.999994397163391
"CoreMetabolome","C9H16O4","+Cl","C9H16O4+Cl-",223.074260289,0.17481683,0.193723210638376,0.905807781936398,0.996243604143267,0.1,"off",0.99998939037323
"CoreMetabolome","C5H8O4","-H","C5H8O4-H-",131.034982301,0.17313887,0.175831243963776,0.985174765588309,0.999505653891236,0.05,"off",0.802031695842743
"CoreMetabolome","C10H16O4","+Cl","C10H16O4+Cl-",235.074260289,0.16956566,0.185405464798183,0.932378985093518,0.980895868296971,0.1,"off",0.999994993209839
"CoreMetabolome","C8H8O2","-H","C8H8O2-H-",135.045153061,0.16826743,0.172129290233013,0.978453751321007,0.999090878183839,0.05,"off",0.999990105628967
"CoreMetabolome","C4H8NO7P","+Cl","C4H8NO7P+Cl-",247.973239893,0.16696538,0.184487393854136,0.910041327649164,0.994485919485919,0.1,"on",0.013214910402894
"CoreMetabolome","C5H5N5","-H","C5H5N5-H-",134.047218725,0.15861344,0.161575808282794,0.98231074712129,0.999343396797557,0.05,"on",0.000331986200762913
"CoreMetabolome","C6H10O5","+Cl","C6H10O5+Cl-",197.022224717,0.15733185,0.175742713484995,0.896883435050628,0.998167268887459,0.1,"on",0.0070838201791048
"CoreMetabolome","C16H32O2","+Cl","C16H32O2+Cl-",291.209631561,0.15227216,0.176312111137444,0.866106179332797,0.997165466692612,0.1,"off",0.990012884140015
"CoreMetabolome","C8H8O3","-H","C8H8O3-H-",151.040067681,0.15090297,0.154415256264794,0.977380974770016,0.99987042044153,0.1,"off",0.999921798706055
"CoreMetabolome","C2H8NO4P","+Cl","C2H8NO4P+Cl-",175.988496033,0.14906725,0.161794249632827,0.923942094273125,0.997181955122562,0.1,"on",5.33576421730686e-05
"CoreMetabolome","C9H16O2","-H","C9H16O2-H-",155.107753317,0.14666384,0.150541762949326,0.975369404844778,0.99884236547644,0.1,"off",0.999995708465576
"CoreMetabolome","C8H14O2","-H","C8H14O2-H-",141.092103253,0.14399543,0.147373310115392,0.978113066142328,0.998943216660565,0.1,"off",0.999996066093445
"CoreMetabolome","C14H26O2","+Cl","C14H26O2+Cl-",261.162681369,0.13766222,0.157812407306944,0.877247052885742,0.994378398304304,0.1,"off",0.999989748001099
"CoreMetabolome","C6H8O2","-H","C6H8O2-H-",111.045153061,0.13406017,0.136680718043839,0.983287150251989,0.997498324673855,0.1,"off",0.99998414516449
"CoreMetabolome","C26H36O8","-H","C26H36O8-H-",475.233741677,0.12848046,0.140630224561282,0.917071226247878,0.996220186514814,0.1,"off",0.999977469444275
"CoreMetabolome","C11H9NO3","-H","C11H9NO3-H-",202.050966713,0.12694621,0.134144988855678,0.948634196315435,0.997577220508694,0.1,"off",0.99999737739563
"CoreMetabolome","C10H9NO3","+Cl","C10H9NO3+Cl-",226.027644445,0.12392997,0.140315986140098,0.89081830521793,0.991471119133574,0.1,"off",0.99999988079071
"CoreMetabolome","C12H16N2O3","-H","C12H16N2O3-H-",235.108815937,0.120097555,0.124985159644177,0.964212013424413,0.996559382191716,0.1,"off",0.999999761581421
"CoreMetabolome","C8H14O4","-H","C8H14O4-H-",173.081932493,0.120033264,0.123296455651237,0.976415927316539,0.99704822521958,0.1,"off",0.999983668327332
"CoreMetabolome","C7H10O7","+Cl","C7H10O7+Cl-",241.012053957,0.11752731,0.132577771770219,0.887770816014601,0.99854403270239,0.1,"on",0.00173896283376962
"CoreMetabolome","C8H14O2S2","+Cl","C8H14O2S2+Cl-",241.012923325,0.1168034,0.135013424643892,0.867321229816194,0.997467024088967,0.1,"on",0.000636002980172634
"CoreMetabolome","C9H14O5","+Cl","C9H14O5+Cl-",237.053524845,0.11586859,0.130329621876735,0.894884621428104,0.993471832137072,0.1,"off",0.999998450279236
"CoreMetabolome","C7H10O6","+Cl","C7H10O6+Cl-",225.017139337,0.11320107,0.127477211980769,0.889337480682109,0.998507596067918,0.1,"on",0.0543875209987164
"CoreMetabolome","C7H6O4","-H","C7H6O4-H-",153.019332237,0.11275194,0.115211620489094,0.978932962319178,0.999711714914271,0.1,"off",0.99984073638916
"CoreMetabolome","C5H10N2O3","+Cl","C5H10N2O3+Cl-",181.038543477,0.10979544,0.122072641146313,0.904874839531685,0.993979616218042,0.1,"on",0.000401253579184413
"CoreMetabolome","C12H20O3","-H","C12H20O3-H-",211.133968065,0.10697874,0.110956337284203,0.96574896863591,0.99834604053003,0.1,"off",0.999996900558472
"CoreMetabolome","C9H7NO2","-H","C9H7NO2-H-",160.040402029,0.10538412,0.108386262132684,0.974094475360363,0.998159249426698,0.1,"off",0.999997973442078
"CoreMetabolome","C10H18O2","-H","C10H18O2-H-",169.123403381,0.10484391,0.108025430345128,0.971972417701399,0.998534876025885,0.1,"off",0.999989867210388
"CoreMetabolome","C19H34O8","+Cl","C19H34O8+Cl-",425.194769345,0.10475418,0.122850803115754,0.855692925889436,0.996495670228389,0.1,"off",0.999999165534973
"CoreMetabolome","C11H19NO6","+Cl","C11H19NO6+Cl-",296.090638625,0.10425068,0.137204651869139,0.770289766518039,0.986406460296097,0.1,"off",0.99999463558197
"CoreMetabolome","C9H14O5","-H","C9H14O5-H-",201.076847113,0.102956116,0.10602371530271,0.973016482401846,0.997996281759967,0.1,"off",0.999832391738892
"CoreMetabolome","C5H11O7P","-H","C5H11O7P-H-",213.016963257,0.10237767,0.104210466176254,0.982691290428796,0.999716360627203,0.1,"on",8.98637299542315e-05
"CoreMetabolome","C2H8NO4P","-H","C2H8NO4P-H-",140.011818301,0.100022376,0.100905720676697,0.99215856027492,0.999080095940914,0.1,"on",0.000423479621531442
"CoreMetabolome","C7H12O2","-H","C7H12O2-H-",127.076453189,0.09994361,0.102050434880294,0.980363203124269,0.998971682883793,0.1,"off",0.999985218048096
"CoreMetabolome","C9H8O3","-H","C9H8O3-H-",163.040067681,0.099119045,0.101832463617848,0.974280615929966,0.999049023556261,0.1,"off",0.99987256526947
"CoreMetabolome","C10H16O4","-H","C10H16O4-H-",199.097582557,0.09893338,0.102474513671999,0.970531744766048,0.994757464799366,0.1,"off",0.999994039535522
"CoreMetabolome","C6H12O3","-H","C6H12O3-H-",131.071367809,0.09695014,0.0987836800740702,0.9824128783209,0.999008556338593,0.1,"off",0.999997973442078
"CoreMetabolome","C10H9NO2","-H","C10H9NO2-H-",174.056052093,0.0934042,0.0964343507374544,0.970968559596551,0.997538108615789,0.1,"off",0.999999165534973
"CoreMetabolome","C7H8O2","-H","C7H8O2-H-",123.045153061,0.09145827,0.0939620824420923,0.980139498373805,0.993075885112125,0.1,"off",0.999967455863953
"CoreMetabolome","C12H16O2","-H","C12H16O2-H-",191.107753317,0.091015875,0.0944075567955626,0.965745438921456,0.998269313329335,0.1,"off",0.999997854232788
"CoreMetabolome","C17H34O2","-H","C17H34O2-H-",269.248603893,0.09080856,0.0960964947539607,0.949555761889365,0.995173456192577,0.1,"off",0.999990224838257
"CoreMetabolome","C16H24O2","-H","C16H24O2-H-",247.170353573,0.08975205,0.0950775174084014,0.952875121824284,0.990673506624005,0.1,"off",0.999996781349182
"CoreMetabolome","C6H10O5","-H","C6H10O5-H-",161.045546985,0.08808047,0.089956566931606,0.980392768800485,0.998726687494083,0.1,"off",0.777922093868256
"CoreMetabolome","C21H22O4","-H","C21H22O4-H-",337.144532749,0.08458169,0.0908866238679059,0.933949086973533,0.996444621991411,0.1,"off",0.99995756149292
"CoreMetabolome","C10H19NO5","+Cl","C10H19NO5+Cl-",268.095724005,0.08039995,0.0872326519372974,0.931788439807085,0.989143691488448,0.2,"off",0.999999523162842
"CoreMetabolome","C10H7NO2","+Cl","C10H7NO2+Cl-",208.017079761,0.078109436,0.0901110263549351,0.880151605917552,0.984845477191344,0.2,"off",0.99999988079071
"CoreMetabolome","C28H46O3","+Cl","C28H46O3+Cl-",465.314096629,0.07733533,0.0942200501423316,0.821185883708721,0.999523809523809,0.2,"on",0.01676263846457
"CoreMetabolome","C4H6O4","-H","C4H6O4-H-",117.019332237,0.0767769,0.0778386965502451,0.986992975731233,0.999357671214379,0.1,"on",0.127652615308762
"CoreMetabolome","C10H18O3","-H","C10H18O3-H-",185.118318001,0.07659063,0.0790299619288548,0.970914292878213,0.99816643224423,0.1,"off",0.999996662139893
"CoreMetabolome","C22H24O6","-H","C22H24O6-H-",383.150012053,0.07629662,0.0838847192729456,0.93107510478564,0.976872198535039,0.1,"off",0.999946594238281
"CoreMetabolome","C8H12O4","-H","C8H12O4-H-",171.066282429,0.076292,0.0787338484465961,0.975932879317689,0.992881849060646,0.1,"off",0.999963164329529
"CoreMetabolome","C5H9NO3","-H","C5H9NO3-H-",130.050966713,0.0755361,0.0768247886108357,0.984085606319466,0.999126160789662,0.1,"on",0.0153148230165243
"CoreMetabolome","C7H7NO3","-H","C7H7NO3-H-",152.035316649,0.07464381,0.0797392355891371,0.937399229419649,0.998612900952085,0.1,"off",0.999994874000549
"CoreMetabolome","C12H14N2O2","-H","C12H14N2O2-H-",217.098251253,0.07284771,0.075923417676371,0.963314265273736,0.996029413711396,0.1,"off",0.999999523162842
"CoreMetabolome","C10H9NO","-H","C10H9NO-H-",158.061137473,0.072791226,0.0751690481941395,0.971159156537786,0.99712493248577,0.1,"off",0.999999761581421
"CoreMetabolome","C11H17NO6","+Cl","C11H17NO6+Cl-",294.074988561,0.06937666,0.0917353971257344,0.761291995294692,0.993402359739947,0.2,"off",0.999995589256287
"CoreMetabolome","C4H9N3O2","+Cl","C4H9N3O2+Cl-",166.038877825,0.06931828,0.0776440179905908,0.906288317955547,0.985084250930725,0.2,"on",1.35624904942233e-05
"CoreMetabolome","C8H12O7","+Cl","C8H12O7+Cl-",255.027704021,0.068937704,0.0778467265938902,0.886270689867092,0.999194630872483,0.2,"on",0.0527538731694221
"CoreMetabolome","C8H6O3","-H","C8H6O3-H-",149.024417617,0.06708684,0.0688542891779088,0.976407572204383,0.99787277969076,0.1,"off",0.999979138374329
"CoreMetabolome","C21H26O5","-H","C21H26O5-H-",357.170747497,0.065636575,0.0712474876585363,0.932733079923597,0.987686221967014,0.1,"off",0.999984741210938
"CoreMetabolome","C5H10O6","+Cl","C5H10O6+Cl-",201.017139337,0.06561386,0.0742115163894284,0.906002662209547,0.975876374196225,0.2,"off",0.998673796653748
"CoreMetabolome","C7H10O4","-H","C7H10O4-H-",157.050632365,0.06414883,0.0661136940500478,0.978603425844597,0.991495144755095,0.1,"off",0.999980807304382
"CoreMetabolome","H4O7P2","-H","H4O7P2-H-",176.935950033,0.063770026,0.0640737430624683,0.995950802148197,0.999306309009903,0.1,"on",0.00311194336973131
"CoreMetabolome","C11H14O2","-H","C11H14O2-H-",177.092103253,0.06242656,0.0648127338077282,0.968239181267677,0.994778553798806,0.1,"off",0.999998688697815
"CoreMetabolome","C10H16O3","-H","C10H16O3-H-",183.102667937,0.060948726,0.0629742034309283,0.970826586038535,0.996919957703986,0.1,"off",0.999995470046997
"CoreMetabolome","C12H21NO6","+Cl","C12H21NO6+Cl-",310.106288689,0.05617107,0.0588895607678584,0.957656059357056,0.996012578616352,0.2,"off",0.999982357025146
"CoreMetabolome","C6H10O2","-H","C6H10O2-H-",113.060803125,0.055672307,0.0567385039870234,0.982669881447592,0.998512941305862,0.1,"off",0.999993681907654
"CoreMetabolome","C11H20O2","-H","C11H20O2-H-",183.139053445,0.055122823,0.0572343807497229,0.968080439234294,0.994862372566081,0.1,"off",0.999995708465576
"CoreMetabolome","C5H8O5","+Cl","C5H8O5+Cl-",183.006574653,0.05237951,0.0580649416764732,0.903632844795667,0.998287047160872,0.2,"on",0.0281667001545429
"CoreMetabolome","C18H32O2","+Cl","C18H32O2+Cl-",315.209631561,0.05163666,0.0610646855902335,0.85652979131956,0.987246376811594,0.2,"off",0.911885917186737
"CoreMetabolome","C13H24O4","+Cl","C13H24O4+Cl-",279.136860545,0.051483463,0.0602050429165561,0.872122426776437,0.980522186810493,0.2,"off",0.999984860420227
"CoreMetabolome","C7H12O4","-H","C7H12O4-H-",159.066282429,0.050975997,0.0525758745976465,0.978519406694153,0.990854268977367,0.1,"off",0.999990940093994
"CoreMetabolome","C12H26O7","+Cl","C12H26O7+Cl-",317.137254469,0.050571416,0.0582988793014156,0.872969852312503,0.993677998777449,0.2,"off",0.999865770339966
"CoreMetabolome","C11H16N2O8","-H","C11H16N2O8-H-",303.083389037,0.04973674,0.0518283380515323,0.963105260035408,0.996405857984713,0.1,"on",0.000938743294682354
"CoreMetabolome","C11H9NO2","+Cl","C11H9NO2+Cl-",222.032729825,0.048496816,0.0557662166717724,0.879530286336465,0.988760851706299,0.2,"off",0.999994516372681
"CoreMetabolome","C9H16O4","-H","C9H16O4-H-",187.097582557,0.04687102,0.0485084967461626,0.972618747065972,0.993445337883024,0.1,"off",0.999993801116943
"CoreMetabolome","C6H8O5","-H","C6H8O5-H-",159.029896921,0.046727024,0.0476703305821398,0.980633107146108,0.999570457908079,0.1,"on",0.000316115474561229
"CoreMetabolome","C3H8NO6P","+Cl","C3H8NO6P+Cl-",219.978325273,0.045865886,0.050905732169845,0.902606145200497,0.998216660724089,0.2,"on",0.000279543339274824
"CoreMetabolome","C10H14O4","-H","C10H14O4-H-",197.081932493,0.04379721,0.0456062198778995,0.969711705206268,0.990329562582469,0.1,"off",0.999992609024048
"CoreMetabolome","C8H14O7","+Cl","C8H14O7+Cl-",257.043354085,0.043542285,0.0495413447619816,0.885864220492048,0.992147528584776,0.2,"off",0.99943882226944
"CoreMetabolome","C5H7NO3","-H","C5H7NO3-H-",128.035316649,0.043027807,0.043759739566925,0.983994037562643,0.99926811536567,0.1,"on",0.004373615141958
"CoreMetabolome","C6H14O12P2","+Cl","C6H14O12P2+Cl-",374.965451185,0.042848736,0.0483326711968596,0.896630861095106,0.988743279569892,0.2,"off",1
"CoreMetabolome","C6H6O6","+Cl","C6H6O6+Cl-",208.985839209,0.04277323,0.048474852987841,0.894134474828693,0.986853494254975,0.2,"on",1.74568176589673e-05
"CoreMetabolome","C9H8O4","-H","C9H8O4-H-",179.034982301,0.042564794,0.0439938296051481,0.97263541285114,0.994738002093779,0.1,"off",0.999992966651917
"CoreMetabolome","C9H16N4O7","+Cl","C9H16N4O7+Cl-",327.071300149,0.042306975,0.0486898062738562,0.886194994480633,0.980493326047928,0.2,"off",0.99999988079071
"CoreMetabolome","C5H14NO6P","-H","C5H14NO6P-H-",214.048597733,0.042125683,0.0429351996544509,0.982316738830113,0.9988078388527,0.1,"on",0.000170927858562209
"CoreMetabolome","C6H12O5","+Cl","C6H12O5+Cl-",199.037874781,0.041256156,0.0463559712037272,0.89246029402679,0.997227342549923,0.2,"off",0.997856557369232
"CoreMetabolome","C18H22O5S","-H","C18H22O5S-H-",349.111518539,0.040903404,0.0445122026438345,0.934128720039284,0.983724894389684,0.1,"off",0.999999642372131
"CoreMetabolome","C10H9NO2","+Cl","C10H9NO2+Cl-",210.032729825,0.037083503,0.0433040269576334,0.881759853687331,0.971185439509728,0.2,"off",0.99999988079071
"CoreMetabolome","C6H8O4","-H","C6H8O4-H-",143.034982301,0.03682134,0.0376781603557495,0.980967149263394,0.996220431164406,0.1,"off",0.996642351150513
"CoreMetabolome","C10H9NO4","-H","C10H9NO4-H-",206.045881333,0.03668622,0.0382885846727019,0.969415248484802,0.988379639919982,0.1,"off",0.999999523162842
"CoreMetabolome","C25H28O5","-H","C25H28O5-H-",407.186397561,0.03631311,0.0404897368952522,0.918102774960408,0.976848465574813,0.1,"off",0.999984622001648
"CoreMetabolome","C5H10O5","+Cl","C5H10O5+Cl-",185.022224717,0.036145642,0.0405778531875151,0.899431501077554,0.990372954845703,0.2,"off",0.999615907669067
"CoreMetabolome","C5H5N5O","-H","C5H5N5O-H-",150.042133345,0.035592303,0.0365485454905515,0.981536396813274,0.992155088151178,0.1,"on",0.000183440730324946
"CoreMetabolome","C9H10O3","+Cl","C9H10O3+Cl-",201.032395477,0.034541506,0.0391094084601554,0.893216817809489,0.988787878787879,0.2,"off",0.859017133712769
"CoreMetabolome","C8H7N","-H","C8H7N-H-",116.050572789,0.034479525,0.0354359845662676,0.976466404286016,0.996459050988424,0.1,"off",0.999992609024048
"CoreMetabolome","C7H10O7","-H","C7H10O7-H-",205.035376225,0.034344982,0.0357186778327242,0.981541433059143,0.979623758190657,0.1,"off",0.999999642372131
"CoreMetabolome","C6H6O2","-H","C6H6O2-H-",109.029502997,0.034245886,0.0351587543795234,0.982519286023367,0.991365612602061,0.1,"off",0.999996304512024
"CoreMetabolome","C19H36O4","+Cl","C19H36O4+Cl-",363.230760929,0.03399141,0.0402612745050168,0.845615317501346,0.998409785932722,0.2,"off",0.984259426593781
"CoreMetabolome","C11H12N2O3","+Cl","C11H12N2O3+Cl-",255.054193541,0.033974055,0.0397187482725561,0.877401754540402,0.974884884884885,0.2,"off",0.999997496604919
"CoreMetabolome","C4H8O3","-H","C4H8O3-H-",103.040067681,0.03345698,0.0339380761294672,0.98749845394999,0.998304732321689,0.1,"off",0.99999737739563
"CoreMetabolome","C10H13N5O4","-H","C10H13N5O4-H-",266.089477461,0.03334866,0.0476497118167811,0.70030973712108,0.999373848987109,0.1,"off",0.999989032745361
