"database","sumFormula","adduct","ion","mz","msmScore","rhoSpatial","rhoSpectral","rhoChaos","fdrLevel","off_sample_label","off_sample_prob"
"HMDB","C11H14O2","-H","C11H14O2-H-",177.092103253,0.06242656,0.0648127338077282,0.968239181267677,0.994778553798806,0.2,"off",0.999998688697815
"HMDB","C14H14O","-H","C14H14O-H-",197.097188633,0.0620993,0.0654335695488562,0.958758382966574,0.989867178154519,0.2,"off",0.999994277954102
"HMDB","C27H36O8","-H","C27H36O8-H-",487.233741677,0.062030163,0.0688257777930584,0.909837277964923,0.99057659445455,0.2,"off",0.999994397163391
"HMDB","C10H16O3","-H","C10H16O3-H-",183.102667937,0.060948726,0.0629742034309283,0.970826586038535,0.996919957703986,0.2,"off",0.999995470046997
"HMDB","C16H18O6","+Cl","C16H18O6+Cl-",341.079739593,0.060708374,0.065414442607759,0.93776592358153,0.989647435897436,0.2,"off",0.999987483024597
"HMDB","C27H34O7","-H","C27H34O7-H-",469.223176993,0.06069966,0.0674459825790837,0.911591932289512,0.987255825639093,0.2,"off",0.999958276748657
"HMDB","C12H20O4","+Cl","C12H20O4+Cl-",263.105560417,0.060698178,0.0703645927728816,0.880295785565884,0.979925050993786,0.2,"off",0.999950647354126
"HMDB","C5H6N4O5","+Cl","C5H6N4O5+Cl-",237.003220589,0.060535453,0.0675257606958264,0.915279750139189,0.979459459459459,0.2,"off",0.9994215965271
"HMDB","C9H20OS3","+Cl","C9H20OS3+Cl-",275.037030067,0.059976093,0.0700885618779456,0.862681094830506,0.991929338413578,0.2,"off",0.999951958656311
"HMDB","C14H20O5S","-H","C14H20O5S-H-",299.095868475,0.05948712,0.0635449353943831,0.94962010651646,0.985807474518686,0.2,"off",0.999996900558472
"HMDB","C8H18O2S","+Cl","C8H18O2S+Cl-",213.072152283,0.059116848,0.066992055929638,0.890944960756285,0.990460353094426,0.2,"off",0.999980330467224
"HMDB","C18H18O11","-H","C18H18O11-H-",409.077634961,0.05838621,0.0625907244927715,0.945162200320925,0.98694731852433,0.2,"off",0.996887743473053
"HMDB","C25H28O7","-H","C25H28O7-H-",439.176226801,0.058123376,0.0637459599766197,0.91883754403264,0.992337541673498,0.2,"off",0.999996423721313
"HMDB","C20H38O7S","+Cl","C20H38O7S+Cl-",457.203226023,0.058002938,0.0684890294954355,0.873424276370441,0.96962481962482,0.2,"off",0.999999761581421
"HMDB","C21H40O9","+Cl","C21H40O9+Cl-",471.236634157,0.057619013,0.0698986370561584,0.846811864690229,0.97344223422474,0.2,"off",0.999979615211487
"HMDB","C12H20O6","-H","C12H20O6-H-",259.118711925,0.057617135,0.0600414700720115,0.962722189312476,0.996780119406032,0.2,"off",0.999869108200073
"HMDB","C10H8N2O","-H","C10H8N2O-H-",171.056386441,0.05754088,0.0596595005052399,0.969442149749393,0.994889771931427,0.2,"off",0.999999761581421
"HMDB","C26H32O6","-H","C26H32O6-H-",439.212612309,0.05740811,0.0631586680312875,0.915512816815882,0.992832178188496,0.2,"off",0.999993324279785
"HMDB","C8H7NO3","-H","C8H7NO3-H-",164.035316649,0.056894664,0.0584910704821573,0.977031815550504,0.995573372095664,0.2,"off",0.99999475479126
"HMDB","C20H20O11","-H","C20H20O11-H-",435.093285025,0.05643378,0.0607334488067174,0.939000582359448,0.989567270119804,0.2,"off",0.999984264373779
"HMDB","C12H21NO6","+Cl","C12H21NO6+Cl-",310.106288689,0.05617107,0.0588895607678584,0.957656059357056,0.996012578616352,0.5,"off",0.999982357025146
"HMDB","C6H10O2","-H","C6H10O2-H-",113.060803125,0.055672307,0.0567385039870234,0.982669881447592,0.998512941305862,0.2,"off",0.999993681907654
"HMDB","C12H17NO10S","+Cl","C12H17NO10S+Cl-",402.026718211,0.055403445,0.0639712324280446,0.880392067747432,0.983730044470039,0.5,"off",0.999973177909851
"HMDB","C11H20O2","-H","C11H20O2-H-",183.139053445,0.055122823,0.0572343807497229,0.968080439234294,0.994862372566081,0.2,"off",0.999995708465576
"HMDB","C3H7O4P","-H","C3H7O4P-H-",137.000919269,0.05509359,0.0557012551830452,0.989627659874157,0.999457336665477,0.2,"on",0.00143619743175805
"HMDB","C12H12N2O","+Cl","C12H12N2O+Cl-",235.064364301,0.054172076,0.0626585674573878,0.875909702956846,0.987042090899549,0.5,"off",1
"HMDB","C14H10O4","-H","C14H10O4-H-",241.050632365,0.053627715,0.0599909903915219,0.89547480648282,0.99827429609446,0.2,"off",0.998689949512482
"HMDB","C10H13N3O3","-H","C10H13N3O3-H-",222.088414841,0.053037304,0.0549855802352559,0.967954304813608,0.99650110739362,0.2,"off",0.999999523162842
"HMDB","C12H15N3O3S","-H","C12H15N3O3S-H-",280.076136075,0.052909326,0.0566731908590247,0.940307512854104,0.99285233419226,0.2,"off",0.999997854232788
"HMDB","C20H28O6S","+Cl","C20H28O6S+Cl-",431.130061083,0.05256958,0.0630674874622456,0.854817474944746,0.975114427860696,0.5,"off",0.999979376792908
"HMDB","C5H8O5","+Cl","C5H8O5+Cl-",183.006574653,0.05237951,0.0580649416764732,0.903632844795667,0.998287047160872,0.5,"on",0.0281667001545429
"HMDB","C13H26O2S","+Cl","C13H26O2S+Cl-",281.134752539,0.052306585,0.0602052336957863,0.870540294747217,0.998006230529595,0.5,"off",0.999974727630615
"HMDB","C19H32O8","+Cl","C19H32O8+Cl-",423.179119281,0.051802993,0.0616554219245253,0.851967588816295,0.986189763136401,0.5,"off",0.999999761581421
"HMDB","C18H32O2","+Cl","C18H32O2+Cl-",315.209631561,0.05163666,0.0610646855902335,0.85652979131956,0.987246376811594,0.5,"off",0.911885917186737
"HMDB","C13H24O4","+Cl","C13H24O4+Cl-",279.136860545,0.051483463,0.0602050429165561,0.872122426776437,0.980522186810493,0.5,"off",0.999984860420227
"HMDB","C7H12O4","-H","C7H12O4-H-",159.066282429,0.050975997,0.0525758745976465,0.978519406694153,0.990854268977367,0.2,"off",0.999990940093994
"HMDB","C12H26O7","+Cl","C12H26O7+Cl-",317.137254469,0.050571416,0.0582988793014156,0.872969852312503,0.993677998777449,0.5,"off",0.999865770339966
"HMDB","C10H20O4","+Cl","C10H20O4+Cl-",239.105560417,0.050026968,0.0580752985788002,0.884176026289842,0.974258028792913,0.5,"off",0.999976634979248
"HMDB","C11H16N2O8","-H","C11H16N2O8-H-",303.083389037,0.04973674,0.0518283380515323,0.963105260035408,0.996405857984713,0.2,"on",0.000938743294682354
"HMDB","C7H10O3","-H","C7H10O3-H-",141.055717745,0.04948053,0.0508100396123788,0.979127298753714,0.994593600958899,0.2,"off",0.999994277954102
"HMDB","C9H13N5O4","-H","C9H13N5O4-H-",254.089477461,0.048666447,0.0508110019353117,0.982409322957154,0.974943446440452,0.2,"off",0.999974370002747
"HMDB","C11H9NO2","+Cl","C11H9NO2+Cl-",222.032729825,0.048496816,0.0557662166717724,0.879530286336465,0.988760851706299,0.5,"off",0.999994516372681
"HMDB","C11H10ClNO2","-H","C11H10ClNO2-H-",222.032729825,0.048496816,0.0557662166717724,0.879530286336465,0.988760851706299,0.2,"off",0.999994516372681
"HMDB","C13H10O4","-H","C13H10O4-H-",229.050632365,0.04837424,0.0550391228968291,0.879510601617492,0.999313052011776,0.2,"off",0.999980330467224
"HMDB","C16H22N4O","+Cl","C16H22N4O+Cl-",321.148762621,0.048151396,0.0570359982368658,0.861637347453642,0.979795230689476,0.5,"off",0.999996304512024
"HMDB","C12H13N2O","-H","C12H13N2O-H-",200.095511601,0.04761611,0.0497744848979891,0.963207039888828,0.993178861538777,0.2,"off",0.99999988079071
"HMDB","C19H18O5","-H","C19H18O5-H-",325.108147241,0.047450107,0.0506028438635981,0.946273125936589,0.990936329588015,0.2,"off",0.9999760389328
"HMDB","C13H6","-H","C13H6-H-",161.039673757,0.047033522,0.0490807637115316,0.961667978792071,0.996485634986123,0.2,"off",0.999987363815308
"HMDB","C9H8O2","-H","C9H8O2-H-",147.045153061,0.046957746,0.0483410767906757,0.973828362206282,0.997489916870923,0.2,"off",0.999998569488525
"HMDB","C9H16O4","-H","C9H16O4-H-",187.097582557,0.04687102,0.0485084967461626,0.972618747065972,0.993445337883024,0.2,"off",0.999993801116943
"HMDB","C16H22N6O4","-H","C16H22N6O4-H-",361.162976749,0.046731442,0.0499824200826874,0.947818817276005,0.986430678466077,0.2,"off",0.999579846858978
"HMDB","C6H8O5","-H","C6H8O5-H-",159.029896921,0.046727024,0.0476703305821398,0.980633107146108,0.999570457908079,0.2,"on",0.000316115474561229
"HMDB","C15H26O6","+Cl","C15H26O6+Cl-",337.142339849,0.046625614,0.0539509152302285,0.878103086269728,0.984192968950475,0.5,"off",0.999993205070496
"HMDB","C7H14O3","-H","C7H14O3-H-",145.087017873,0.046388075,0.0474718868036438,0.97908642895125,0.998041984191456,0.2,"off",0.999999165534973
"HMDB","C15H24O7","+Cl","C15H24O7+Cl-",351.121604405,0.046177443,0.0544234726473309,0.86524820818381,0.980624926026749,0.5,"off",0.999980807304382
"HMDB","C25H26O4","-H","C25H26O4-H-",389.175832877,0.046134688,0.0507609955472064,0.917711251923206,0.990356135884591,0.2,"off",0.999998092651367
"HMDB","C3H8NO6P","+Cl","C3H8NO6P+Cl-",219.978325273,0.045865886,0.050905732169845,0.902606145200497,0.998216660724089,0.5,"on",0.000279543339274824
"HMDB","C15H24O4","+Cl","C15H24O4+Cl-",303.136860545,0.045681424,0.0535900348654429,0.864522916174581,0.986004949133902,0.5,"off",0.999994277954102
"HMDB","C11H16N2O5","+Cl","C11H16N2O5+Cl-",291.075322909,0.045461487,0.053464109883484,0.85665483165326,0.99260263653484,0.5,"off",0.999710261821747
"HMDB","C12H18N2O4","+Cl","C12H18N2O4+Cl-",289.096058353,0.04518206,0.0805381454053037,0.564237776355498,0.99426523297491,0.5,"off",0.999999403953552
"HMDB","C12H14N2OS2","+Cl","C12H14N2OS2+Cl-",301.024156705,0.045089904,0.0528960202560631,0.8541023280557,0.998036425316601,0.5,"on",2.43338672589744e-05
"HMDB","C19H26O8","+Cl","C19H26O8+Cl-",417.132169089,0.045029696,0.0515849155181527,0.87397414985048,0.998798076923077,0.5,"off",0.999916911125183
"HMDB","C17H14O6","-H","C17H14O6-H-",313.071761733,0.044738494,0.0471520951867139,0.949985239095177,0.998765432098765,0.2,"off",0.99961119890213
"HMDB","C16H17ClN2S","+Cl","C16H17ClN2S+Cl-",339.049498711,0.044731747,0.058330494142449,0.771572004392863,0.99390243902439,0.5,"off",0.931890487670898
"HMDB","C16H26O6","+Cl","C16H26O6+Cl-",349.142339849,0.04471991,0.0532370027822043,0.86079945501494,0.975855112333792,0.5,"off",0.99998939037323
"HMDB","C10H20N2O2Si2","+Cl","C10H20N2O2Si2+Cl-",291.075732257,0.04470854,0.0516964772458,0.877787806566596,0.985235332043843,0.5,"off",0.980064451694489
"HMDB","C19H22FN3O3","+Cl","C19H22FN3O3+Cl-",394.133921021,0.044635754,0.0529493711685079,0.856836818306124,0.98383877159309,0.5,"off",1
"HMDB","C14H17N3O7","-H","C14H17N3O7-H-",338.099373449,0.044271972,0.0466360536950116,0.95454911142451,0.994509166885447,0.2,"off",0.999903321266174
"HMDB","C19H34O7","+Cl","C19H34O7+Cl-",409.199854725,0.044211674,0.0530817870876162,0.850711912335837,0.979059071729958,0.5,"off",0.999999046325684
"HMDB","C11H8O3","-H","C11H8O3-H-",187.040067681,0.044056732,0.0845999642073902,0.523462043598828,0.994848437018497,0.2,"off",0.999999761581421
"HMDB","C24H32O5S","-H","C24H32O5S-H-",431.189768859,0.04394099,0.0489494869647504,0.919767369131805,0.975986240997528,0.2,"off",0.999960780143738
"HMDB","C10H14O4","-H","C10H14O4-H-",197.081932493,0.04379721,0.0456062198778995,0.969711705206268,0.990329562582469,0.2,"off",0.999992609024048
"HMDB","C11H15NO2S","+Cl","C11H15NO2S+Cl-",260.051751187,0.043744616,0.0502912110897791,0.873864700815569,0.995378624167117,0.5,"off",0.99999463558197
"HMDB","C19H34O10","+Cl","C19H34O10+Cl-",457.184598585,0.04372587,0.0525701326721194,0.853118898084886,0.974966832504146,0.5,"off",0.999997138977051
"HMDB","C8H14O7","+Cl","C8H14O7+Cl-",257.043354085,0.043542285,0.0495413447619816,0.885864220492048,0.992147528584776,0.5,"off",0.99943882226944
"HMDB","C8H10O","-H","C8H10O-H-",121.065888505,0.04317068,0.0443138667181982,0.977204821567506,0.996927655125266,0.2,"off",0.999955773353577
"HMDB","C14H20O4S","-H","C14H20O4S-H-",283.100953855,0.043105595,0.0463463622979343,0.949263851578367,0.979785570694662,0.2,"off",0.99999988079071
"HMDB","C5H7NO3","-H","C5H7NO3-H-",128.035316649,0.043027807,0.043759739566925,0.983994037562643,0.99926811536567,0.2,"on",0.004373615141958
"HMDB","C8H15NO5","+Cl","C8H15NO5+Cl-",240.064423877,0.042904336,0.0446784287907959,0.972599384327034,0.987345806465275,0.5,"off",0.99136620759964
"HMDB","C6H14O12P2","+Cl","C6H14O12P2+Cl-",374.965451185,0.042848736,0.0483326711968596,0.896630861095106,0.988743279569892,0.5,"off",1
"HMDB","C6H6O6","+Cl","C6H6O6+Cl-",208.985839209,0.04277323,0.048474852987841,0.894134474828693,0.986853494254975,0.5,"on",1.74568176589673e-05
"HMDB","C9H8O4","-H","C9H8O4-H-",179.034982301,0.042564794,0.0439938296051481,0.97263541285114,0.994738002093779,0.2,"off",0.999992966651917
"HMDB","C28H30N2O2","+Cl","C28H30N2O2+Cl-",461.200129497,0.0425636,0.0531322547290176,0.820659526566645,0.976151157710791,0.5,"off",0.999981880187988
"HMDB","C9H16N4O7","+Cl","C9H16N4O7+Cl-",327.071300149,0.042306975,0.0486898062738562,0.886194994480633,0.980493326047928,0.5,"off",0.99999988079071
"HMDB","C16H26O8","+Cl","C16H26O8+Cl-",381.132169089,0.042203832,0.0503033870681903,0.862604815965376,0.972619047619048,0.5,"off",0.999986052513123
"HMDB","C4H9NO3S","-H","C4H9NO3S-H-",150.023037883,0.04219258,0.0429866245552976,0.984968158012696,0.996507397526073,0.2,"off",0.989126205444336
"HMDB","C5H14NO6P","-H","C5H14NO6P-H-",214.048597733,0.042125683,0.0429351996544509,0.982316738830113,0.9988078388527,0.2,"on",0.000170927858562209
"HMDB","C14H12O5","-H","C14H12O5-H-",259.061197049,0.042089503,0.0441462355150145,0.958890330844736,0.994285714285714,0.2,"off",0.818009197711945
"HMDB","C23H32O4","+Cl","C23H32O4+Cl-",407.199460801,0.042006955,0.0507157413144168,0.837283108283587,0.989250108365843,0.5,"off",0.99999988079071
"HMDB","C12H22N2O6S","-H","C12H22N2O6S-H-",321.112581159,0.041449264,0.0438753525429554,0.957636507966384,0.986496413002437,0.2,"off",0.999993443489075
"HMDB","C6H12O5","+Cl","C6H12O5+Cl-",199.037874781,0.041256156,0.0463559712037272,0.89246029402679,0.997227342549923,0.5,"off",0.997856557369232
"HMDB","C18H22O5S","-H","C18H22O5S-H-",349.111518539,0.040903404,0.0445122026438345,0.934128720039284,0.983724894389684,0.2,"off",0.999999642372131
"HMDB","C2HCl3O2","+Cl","C2HCl3O2+Cl-",196.873613669,0.040854257,0.0675859059871418,0.606229697007426,0.997112074124173,0.5,"on",0.000467654230305925
"HMDB","C7H8N2","+Cl","C7H8N2+Cl-",155.038149553,0.04075725,0.0456879099447702,0.893352705687482,0.998574836513565,0.5,"off",0.999996662139893
"HMDB","C15H16O6","+Cl","C15H16O6+Cl-",327.064089529,0.04070681,0.0482939291909533,0.869891890659492,0.968967587034814,0.5,"off",0.999817669391632
"HMDB","C20H12N2O2","-H","C20H12N2O2-H-",311.082601189,0.040410288,0.0434516885894458,0.937981631685365,0.991495987543418,0.2,"off",0.999999046325684
"HMDB","C16H16ClN3O3S","+Cl","C16H16ClN3O3S+Cl-",400.029491539,0.04019096,0.0498034319909991,0.813951537134867,0.991449450486219,0.5,"off",0.999867558479309
"HMDB","C20H22O5","-H","C20H22O5-H-",341.139447369,0.039966967,0.0425584154751747,0.944458337423767,0.994335511982571,0.2,"off",0.998362839221954
"HMDB","C21H24O5","-H","C21H24O5-H-",355.155097433,0.039946802,0.043239638946495,0.932670369390975,0.990539492633212,0.2,"off",0.999982595443726
"HMDB","C20H22O11","-H","C20H22O11-H-",437.108935089,0.039724465,0.0432388904997571,0.937104302691028,0.980382576222213,0.2,"off",0.980255126953125
"HMDB","C26H30O6","-H","C26H30O6-H-",437.196962245,0.03962618,0.0440126827497453,0.921330746452519,0.977212020033389,0.2,"off",0.999978065490723
"HMDB","C14H8N2","-H","C14H8N2-H-",203.061471821,0.03952566,0.0413993440404574,0.956666041201924,0.997988069524082,0.2,"off",0.999862909317017
"HMDB","C14H9NO","-H","C14H9NO-H-",206.061137473,0.039426263,0.041587844128979,0.957148033754514,0.990467192545714,0.2,"off",0.99999988079071
"HMDB","C21H26ClNO","+Cl","C21H26ClNO+Cl-",378.139693449,0.0388681,0.0522770161065135,0.753008844820245,0.987375707511091,0.5,"off",0.999999642372131
"HMDB","C18H20O9","-H","C18H20O9-H-",379.103455785,0.03874164,0.0416127877382998,0.944258610703931,0.98596219689508,0.2,"off",0.999999403953552
"HMDB","C21H36O9","+Cl","C21H36O9+Cl-",467.205334029,0.038700853,0.047193846381603,0.843024376121204,0.972736046324594,0.5,"off",0.999994277954102
"HMDB","C27H36O7","-H","C27H36O7-H-",471.238827057,0.03836595,0.0428246737642101,0.909232172411543,0.985319534834098,0.2,"off",0.999990344047546
"HMDB","C12H12O5","-H","C12H12O5-H-",235.061197049,0.03799275,0.0415634244116647,0.914581473292389,0.999463601532567,0.2,"off",0.907396137714386
"HMDB","C14H17ClO2","+Cl","C14H17ClO2+Cl-",287.061108781,0.037849154,0.0479937215632294,0.78973724544367,0.998594367081877,0.5,"off",0.999399185180664
"HMDB","C8H10O2","-H","C8H10O2-H-",137.060803125,0.037668794,0.0386832626863985,0.976778694540148,0.996924875470164,0.2,"off",0.999813616275787
"HMDB","C19H34O9","+Cl","C19H34O9+Cl-",441.189683965,0.037647326,0.044965993771877,0.853009056683773,0.981513501974597,0.5,"off",0.999999523162842
"HMDB","C7H7NO","-H","C7H7NO-H-",120.045487409,0.037646327,0.0386860910863882,0.979498392701537,0.993491238351841,0.2,"off",0.999997019767761
"HMDB","C8H17NO5","+Cl","C8H17NO5+Cl-",242.080073941,0.037265018,0.0405002864558731,0.927674484788505,0.991853709777692,0.5,"off",0.998059451580048
"HMDB","C7H7N2O","+Cl","C7H7N2O+Cl-",170.025239141,0.037213106,0.0417850031700855,0.891786796341404,0.998652586919353,0.5,"off",0.999997615814209
"HMDB","C10H9NO2","+Cl","C10H9NO2+Cl-",210.032729825,0.037083503,0.0433040269576334,0.881759853687331,0.971185439509728,0.5,"off",0.99999988079071
"HMDB","C7H5NaO3","+Cl","C7H5NaO3+Cl-",194.983039597,0.03705491,0.0416881434852771,0.89116447929882,0.997413793103448,0.5,"off",0.996801018714905
"HMDB","C6H8O4","-H","C6H8O4-H-",143.034982301,0.03682134,0.0376781603557495,0.980967149263394,0.996220431164406,0.2,"off",0.996642351150513
"HMDB","C10H9NO4","-H","C10H9NO4-H-",206.045881333,0.03668622,0.0382885846727019,0.969415248484802,0.988379639919982,0.2,"off",0.999999523162842
"HMDB","C12H10O7","+Cl","C12H10O7+Cl-",301.012053957,0.036447104,0.0414426459962971,0.885377961219383,0.993314633006078,0.5,"off",0.999876856803894
"HMDB","C25H28O5","-H","C25H28O5-H-",407.186397561,0.03631311,0.0404897368952522,0.918102774960408,0.976848465574813,0.2,"off",0.999984622001648
"HMDB","C10H18O3S","+Cl","C10H18O3S+Cl-",253.067066903,0.036174092,0.0416372305354736,0.887278752605934,0.979164673999681,0.5,"off",0.999993443489075
"HMDB","C5H10O5","+Cl","C5H10O5+Cl-",185.022224717,0.036145642,0.0405778531875151,0.899431501077554,0.990372954845703,0.5,"off",0.999615907669067
"HMDB","C7H6N2","-H","C7H6N2-H-",117.045821757,0.036093857,0.0370658146959494,0.97829508892355,0.995382187457115,0.2,"off",0.999998927116394
"HMDB","C14H12N6O","+Cl","C14H12N6O+Cl-",315.076660301,0.035838477,0.0408112086810674,0.893970229129762,0.982306548459352,0.5,"off",0.991872251033783
"HMDB","C18H19NO7","-H","C18H19NO7-H-",360.108875513,0.03571753,0.036319433824603,0.984858081400403,0.998547400611621,0.2,"off",0.999918222427368
"HMDB","C5H5N5O","-H","C5H5N5O-H-",150.042133345,0.035592303,0.0365485454905515,0.981536396813274,0.992155088151178,0.2,"on",0.000183440730324946
"HMDB","C20H12O2","-H","C20H12O2-H-",283.076453189,0.035560425,0.0383095151956473,0.936964102856993,0.990688956433637,0.2,"off",0.99999988079071
"HMDB","C11H16O8","+Cl","C11H16O8+Cl-",311.053918769,0.035401914,0.0421612441432663,0.841697549004816,0.997601918465228,0.5,"off",0.925646662712097
"HMDB","C17H14O5","-H","C17H14O5-H-",297.076847113,0.0353886,0.0383533379929124,0.92450679020528,0.998044965786901,0.2,"off",0.999971270561218
"HMDB","C13H13N3","+Cl","C13H13N3+Cl-",246.080348713,0.035312627,0.0544978142810452,0.667297897933233,0.971026765976261,0.5,"off",1
"HMDB","C7H12O6","+Cl","C7H12O6+Cl-",227.032789401,0.035297133,0.0397330294297784,0.888941474986344,0.999343015214385,0.5,"off",0.507671296596527
"HMDB","C9H7NO3","-H","C9H7NO3-H-",176.035316649,0.035051886,0.0362869849368609,0.972624963342518,0.993150543971412,0.2,"off",0.999997615814209
"HMDB","C22H29FO6","-H","C22H29FO6-H-",407.187540373,0.034700643,0.0382978408406276,0.928735283622782,0.975598870056497,0.2,"off",0.999967932701111
"HMDB","C9H11ClO3","-H","C9H11ClO3-H-",201.032395477,0.034541506,0.0391094084601554,0.893216817809489,0.988787878787879,0.2,"off",0.859017133712769
"HMDB","C9H10O3","+Cl","C9H10O3+Cl-",201.032395477,0.034541506,0.0391094084601554,0.893216817809489,0.988787878787879,0.5,"off",0.859017133712769
"HMDB","C8H7N","-H","C8H7N-H-",116.050572789,0.034479525,0.0354359845662676,0.976466404286016,0.996459050988424,0.2,"off",0.999992609024048
"HMDB","C7H10O7","-H","C7H10O7-H-",205.035376225,0.034344982,0.0357186778327242,0.981541433059143,0.979623758190657,0.2,"off",0.999999642372131
"HMDB","C6H6O2","-H","C6H6O2-H-",109.029502997,0.034245886,0.0351587543795234,0.982519286023367,0.991365612602061,0.2,"off",0.999996304512024
"HMDB","C16H20N4O4","+Cl","C16H20N4O4+Cl-",367.117856417,0.03423298,0.0409452363375794,0.864286906449184,0.967349483434272,0.5,"off",0.999994158744812
"HMDB","C23H28O5","+Cl","C23H28O5+Cl-",419.163075293,0.03400974,0.0414815058152679,0.837316049325631,0.979172860015738,0.5,"off",0.99999737739563
"HMDB","C19H36O4","+Cl","C19H36O4+Cl-",363.230760929,0.03399141,0.0402612745050168,0.845615317501346,0.998409785932722,0.5,"off",0.984259426593781
"HMDB","C11H12N2O3","+Cl","C11H12N2O3+Cl-",255.054193541,0.033974055,0.0397187482725561,0.877401754540402,0.974884884884885,0.5,"off",0.999997496604919
"HMDB","C15H22O3","-H","C15H22O3-H-",249.149618129,0.033736248,0.0355839407662841,0.95432161285269,0.993454451361209,0.2,"off",0.999996542930603
"HMDB","C16H16O4S","+Cl","C16H16O4S+Cl-",339.046331459,0.033585377,0.0393711725055071,0.864484967422954,0.986766541822722,0.5,"off",0.999985575675964
"HMDB","C12H20O2S","+Cl","C12H20O2S+Cl-",263.087802347,0.033572618,0.0473288586648557,0.709913045382876,0.999203640500569,0.5,"off",0.999846816062927
"HMDB","C15H13FO2","-H","C15H13FO2-H-",243.082681381,0.03355738,0.0359311063415238,0.956013762647704,0.976907290544354,0.2,"off",0.999997615814209
"HMDB","C12H17N3O4S","-H","C12H17N3O4S-H-",298.086700759,0.03347427,0.0354787399514928,0.96664368212256,0.976059980740129,0.2,"off",0.999999284744263
"HMDB","C4H8O3","-H","C4H8O3-H-",103.040067681,0.03345698,0.0339380761294672,0.98749845394999,0.998304732321689,0.2,"off",0.99999737739563
"HMDB","C10H13N5O4","-H","C10H13N5O4-H-",266.089477461,0.03334866,0.0476497118167811,0.70030973712108,0.999373848987109,0.2,"off",0.999989032745361
"HMDB","C16H24O11","-H","C16H24O11-H-",391.124585153,0.03332337,0.0364718799332529,0.927833428119768,0.984738142590249,0.2,"off",0.999980807304382
"HMDB","C8H10O3","-H","C8H10O3-H-",153.055717745,0.033171546,0.0340727968877937,0.975988316686803,0.997500889669502,0.2,"off",0.999978184700012
"HMDB","C8H15NO9S","-H","C8H15NO9S-H-",300.039475795,0.033151656,0.034714179832794,0.961540487623137,0.993186408092353,0.2,"on",0.000182006508111954
"HMDB","C22H28O6","-H","C22H28O6-H-",387.181312181,0.032663316,0.0358768656217782,0.927901164978254,0.981169562419562,0.2,"off",0.999961256980896
"HMDB","C12H23NO2S2","+Cl","C12H23NO2S2+Cl-",312.086422613,0.03264818,0.0351848275705848,0.929852133411591,0.997905997496301,0.5,"off",0.999889612197876
"HMDB","C9H14N2O5","+Cl","C9H14N2O5+Cl-",265.059672845,0.032554638,0.0348564804311851,0.943329081367451,0.990070435418954,0.5,"off",0.997407734394073
"HMDB","C11H22N2O3S","+Cl","C11H22N2O3S+Cl-",297.104515031,0.032223713,0.0368245383749904,0.879574070242062,0.994868829948688,0.5,"off",0.999999523162842
"HMDB","C29H33ClN2O2","-H","C29H33ClN2O2-H-",475.215779561,0.03221204,0.0403913256700511,0.815626444329463,0.977774847246033,0.2,"off",0.99998927116394
"HMDB","C18H16ClFN2O2","-H","C18H16ClFN2O2-H-",345.081157177,0.0320105,0.0387607599050468,0.847983135662476,0.973896870786256,0.2,"off",0.999999761581421
"HMDB","C11H12N2O2","+Cl","C11H12N2O2+Cl-",239.059278921,0.031975973,0.0368779263035284,0.877472816736445,0.98815163462616,0.5,"off",0.999882578849792
"HMDB","C15H21N3O3S","-H","C15H21N3O3S-H-",322.123086267,0.031768654,0.0332426566063356,0.973325654568839,0.981849439015563,0.2,"off",0.999955058097839
"HMDB","C24H21ClO2","+Cl","C24H21ClO2+Cl-",411.092408909,0.03160074,0.0425138473580184,0.748241493262277,0.99340200626885,0.5,"off",0.998250901699066
"HMDB","C7H5NO","+Cl","C7H5NO+Cl-",154.006515077,0.03159547,0.0363254452340284,0.890864679259574,0.976342306560753,0.5,"off",0.99999988079071
"HMDB","C7H9NO","+Cl","C7H9NO+Cl-",158.037815205,0.031510975,0.0351822526394484,0.896776222429214,0.998743884701838,0.5,"off",0.999930381774902
"HMDB","C26H38O9","-H","C26H38O9-H-",493.244306361,0.031370364,0.0352919657114272,0.913199372164641,0.973370301910043,0.2,"off",0.999919414520264
"HMDB","C4H11O4P","-H","C4H11O4P-H-",153.032219397,0.031244172,0.0317387152807544,0.986791543567079,0.997594959367057,0.2,"off",1
"HMDB","C4H6O5","-H","C4H6O5-H-",133.014246857,0.031238547,0.031708699867722,0.986207029036448,0.998951258473414,0.2,"on",0.000958972726948559
"HMDB","C22H26O6","-H","C22H26O6-H-",385.165662117,0.031020075,0.0345154397623932,0.927635779359366,0.96883972853041,0.2,"off",0.999937176704407
"HMDB","C15H10O6","-H","C15H10O6-H-",285.040461605,0.031008497,0.0326016343312621,0.955592622423226,0.995333333333333,0.2,"off",0.92766672372818
"HMDB","C10H16O8","+Cl","C10H16O8+Cl-",299.053918769,0.030905107,0.0348979913435832,0.890597210298838,0.994371067842586,0.5,"on",0.00694264099001884
"HMDB","C14H12N6O","-H","C14H12N6O-H-",279.099982569,0.030698773,0.0323608565240539,0.95059039826296,0.997947240363683,0.2,"off",0.999956965446472
"HMDB","C13H25O7P","-H","C13H25O7P-H-",323.126513705,0.030644078,0.0324890497356966,0.959027379273068,0.983509485094851,0.2,"off",0.999989986419678
